Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
MDB0000530-P28-Ova-106_s55.tif,403578f8-8032-463c-9ad3-9a69c2c7056c,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,810069.5,2240646.9,8825207458.5,561350.2
MDB0000530-P28-Ova-106_s55.tif,9a6c6854-2623-4211-9b4c-87ced65d741b,Annotation,,Primordial,Annotation (Transitional Primordial),Geometry,823838.4,2249413.4,81640617.3,159455.6
MDB0000530-P28-Ova-106_s55.tif,f3151fff-9b98-4f75-b8eb-d675f23237df,Annotation,,Primordial,Annotation (Primordial),Geometry,823838.4,2249413.4,81640617.3,159455.6
MDB0000530-P28-Ova-106_s55.tif,c5496ee4-7708-4c94-bbc3-e0cc97ea3125,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,827524.9,2286155.2,99410044,101746.6
MDB0000530-P28-Ova-106_s55.tif,ebc88099-9473-4853-b646-1df88d6e5aa1,Annotation,,Stroma,Annotation (Stroma),Geometry,827524.9,2286155.2,99410044,101746.6
MDB0000530-P28-Ova-106_s55.tif,8d45c90a-49ae-4b14-a8e2-5fcb914ce6ac,Annotation,,Other,Annotation (Transitional Primordial),Polygon,787258.9,2198087.7,9956172.8,14111.1
MDB0000530-P28-Ova-106_s55.tif,cdcf50a8-6e41-4142-9c54-b67283170eb9,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,810069.5,2240646.9,8825207458.5,561350.2
MDB0000530-P28-Ova-106_s55.tif,9c07d246-d79b-4013-9d8b-eb9db12b1309,Annotation,,Primordial,Annotation (Transitional Primordial),Geometry,823838.4,2249413.4,81640617.3,159455.6
MDB0000530-P28-Ova-106_s55.tif,a4b3b544-45cd-4a80-bd7a-7bf8c8f8f5b7,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,827524.9,2286155.2,99410044,101746.6
MDB0000530-P28-Ova-106_s55.tif,d1e6dbe7-d40d-4df7-bb30-b4a376fb19f3,Annotation,,Stroma,Root object (Image),Polygon,1389126.1,1824822.1,6920170611.6,334190.2
MDB0000530-P28-Ova-106_s55.tif,c7be178e-ff77-4614-b179-72864882acc2,Annotation,,Primordial,Annotation (Stroma),Geometry,1389944.4,1793875,7964938.3,16933.3
MDB0000530-P28-Ova-106_s55.tif,0a0679df-a471-47c1-b224-823f5b895cae,Annotation,,Primordial,Annotation (Primordial),Geometry,1389944.4,1793875,7964938.3,16933.3
MDB0000530-P28-Ova-106_s55.tif,ff132066-ffde-4a6d-ad4f-b78af0ff036e,Annotation,,Transitional Primordial,Annotation (Stroma),Geometry,1388709.7,1805209.7,454587722.3,391490.8
MDB0000530-P28-Ova-106_s55.tif,f3247f5f-e94b-40e7-830d-1c20543103ae,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,1388709.7,1805209.7,454587722.3,391490.8
MDB0000530-P28-Ova-106_s55.tif,0dd77795-e4a1-468f-9d59-748b5e679638,Annotation,,Stroma,Annotation (Stroma),Geometry,1389154.2,1826242.4,6457608254.8,623797.2
MDB0000530-P28-Ova-106_s55.tif,c30488f3-5f22-4d6f-88c5-f6496183408f,Annotation,,Stroma,Annotation (Stroma),Geometry,1389154.2,1826242.4,6457608254.8,623797.2
MDB0000530-P28-Ova-106_s55.tif,dc4a7c16-5d89-41c3-aa12-3f4014497970,Annotation,,Primordial,Annotation (Stroma),Geometry,1389944.4,1793875,7964938.3,16933.3
MDB0000530-P28-Ova-106_s55.tif,c19fc585-cb2c-49c2-9e6a-b5774e278fcf,Annotation,,Transitional Primordial,Annotation (Stroma),Geometry,1388709.7,1805209.7,454587722.3,391490.8
MDB0000530-P28-Ova-106_s55.tif,87949ea7-cd92-46be-bbf4-8bd8d465087c,Annotation,,Stroma,Annotation (Stroma),Geometry,1389154.2,1826242.4,6457608254.8,623797.2
MDB0000530-P28-Ova-106_s55.tif,d4324a2a-55a2-46e2-ad72-6d05f6417264,Annotation,,Stroma,Root object (Image),Polygon,2036477.9,968218.9,5855292084.7,319390.4
MDB0000530-P28-Ova-106_s55.tif,812a8b69-82c5-4cc8-92b2-dfed25fa9872,Annotation,,Transitional Primordial,Annotation (Stroma),Geometry,2023173.5,967761.2,241289301.2,216989.8
MDB0000530-P28-Ova-106_s55.tif,254737dc-9468-43c0-ba68-08fec9f5b56d,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,2023173.5,967761.2,241289301.2,216989.8
MDB0000530-P28-Ova-106_s55.tif,36bafa9e-9396-47ee-8f85-7ab12925bc1e,Annotation,,Stroma,Annotation (Stroma),Geometry,2037048.3,968237.5,5614005035.1,496298.3
MDB0000530-P28-Ova-106_s55.tif,c96a16f9-79d3-44ab-bf47-4e7c3d8de38b,Annotation,,Stroma,Annotation (Stroma),Geometry,2037048.3,968237.5,5614005035.1,496298.3
MDB0000530-P28-Ova-106_s55.tif,600128d9-25c8-4796-8dbf-bbc92daa332a,Annotation,,Transitional Primordial,Annotation (Stroma),Geometry,2023173.5,967761.2,241289301.2,216989.8
MDB0000530-P28-Ova-106_s55.tif,285e56f0-027d-4633-aa71-40e84e22eb33,Annotation,,Stroma,Annotation (Stroma),Geometry,2037048.3,968237.5,5614005035.1,496298.3
MDB0000530-P28-Ova-106_s55.tif,c0320bbb-0374-47e0-b01f-786cf5502221,Annotation,,Artifact,Root object (Image),Polygon,2024680.2,1011010.2,921797221,182786.8
MDB0000530-P28-Ova-106_s55.tif,a48dcf8b-ef93-45dd-b657-e1a4842d5996,Annotation,,Other,Annotation (Artifact),Geometry,1988319.1,1007053.5,3765285.5,12357.8
MDB0000530-P28-Ova-106_s55.tif,e59fe79a-bbce-48e4-91e0-51944c547f98,Annotation,,Other,Annotation (Other),Geometry,1988319.1,1007053.5,3765285.5,12357.8
MDB0000530-P28-Ova-106_s55.tif,dd19515d-ae85-4c43-8a00-8fd56dc057fc,Annotation,,Artifact,Annotation (Artifact),Polygon,2024829.2,1011026.4,918032543.1,183601.7
MDB0000530-P28-Ova-106_s55.tif,27333225-d0d3-4881-b223-bd90b5281904,Annotation,,Artifact,Annotation (Artifact),Polygon,2024829.2,1011026.4,918032543.1,183601.7
MDB0000530-P28-Ova-106_s55.tif,d1e222c5-4e64-4415-91bf-1b61ad711fe7,Annotation,,Other,Annotation (Artifact),Geometry,1988319.1,1007053.5,3765285.5,12357.8
MDB0000530-P28-Ova-106_s55.tif,46657325-b1bc-499b-80c7-5dd60b77e299,Annotation,,Artifact,Annotation (Artifact),Polygon,2024829.2,1011026.4,918032543.1,183601.7
MDB0000530-P28-Ova-106_s55.tif,18bfa7da-fee5-4ad1-9ec6-ab80153681bc,Annotation,,Artifact,Root object (Image),Polygon,1316116.6,965315.8,1323545072.9,172217.5
MDB0000530-P28-Ova-106_s55.tif,bdfc227b-e4aa-4689-9435-599e3ceac861,Annotation,,Transitional Primordial,Annotation (Artifact),Polygon,1347728.7,959673.1,62226.1,1204.5
MDB0000530-P28-Ova-106_s55.tif,7e54de0c-89e5-4beb-a51b-8c2fe5b16389,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Polygon,1347728.7,959673.1,62226.1,1204.5
MDB0000530-P28-Ova-106_s55.tif,cb7d448e-368d-466c-b5e9-0d01eb235519,Annotation,,Other,Annotation (Artifact),Geometry,1339673.6,963351.4,7194396.2,31389.5
